Historic Number Of Orders,Average Order Value,First Active,Last Active,Historic Customer Lifetime Value,days active
1.0,342.99,2021-04-17,2022-05-02,342.65,380.0
1.0,88.89,2021-04-18,2022-05-02,88.55,379.0
1.0,91.19,2021-04-16,2022-05-02,90.85,381.0
1.0,95.92,2021-04-15,2022-05-02,95.58,382.0
1.0,213.64,2021-04-18,2022-05-02,213.3,379.0
2.0,221.11,2021-04-16,2022-05-02,440.37,381.0
1.0,261.98,2021-04-19,2022-05-02,261.64,378.0
3.0,279.56,2021-04-17,2022-05-02,835.31,380.0
1.0,118.27,2021-04-18,2022-05-02,117.93,379.0
1.0,201.23,2021-04-18,2022-05-02,200.89,379.0
1.0,302.73,2021-07-27,2022-05-02,302.39,279.0
1.0,150.97,2021-04-16,2022-05-02,150.63,381.0
1.0,104.99,2021-04-18,2022-05-02,104.65,379.0
2.0,128.63,2021-04-16,2022-05-02,255.41,381.0
1.0,213.64,2021-04-18,2022-05-02,213.3,379.0
1.0,185.46,2021-04-18,2022-05-02,185.12,379.0
4.0,273.57,2021-04-15,2022-05-02,1089.43,382.0
1.0,127.98,2021-04-18,2022-05-02,127.64,379.0
1.0,114.41,2021-04-18,2022-05-02,114.07,379.0
1.0,150.97,2021-04-16,2022-05-02,150.63,381.0
1.0,150.97,2021-04-16,2022-05-02,150.63,381.0
2.0,137.94,2021-04-16,2022-05-02,274.02,381.0
4.0,167.74,2021-04-16,2022-05-02,666.1,381.0
1.0,110.73,2021-04-19,2022-05-02,110.39,378.0
2.0,265.61,2021-04-16,2022-05-02,529.36,381.0
2.0,196.07,2021-04-18,2022-05-02,390.28,379.0
2.0,208.07,2021-04-18,2022-05-02,414.28,379.0
8.0,188.03,2021-04-15,2022-05-02,1493.32,382.0
1.0,130.84,2021-10-01,2022-05-02,130.5,213.0
1.0,213.64,2021-04-18,2022-05-02,213.3,379.0
1.0,403.92,2021-09-16,2022-05-02,403.58,228.0
1.0,207.31,2021-04-16,2022-05-02,206.97,381.0
1.0,430.25,2021-04-16,2022-05-02,429.91,381.0
3.0,184.55,2021-04-17,2022-05-02,550.3,380.0
1.0,167.07,2021-04-18,2022-05-02,166.73,379.0
1.0,150.97,2021-04-16,2022-05-02,150.63,381.0
1.0,173.96,2021-04-18,2022-05-02,173.62,379.0
2.0,149.83,2021-04-18,2022-05-02,297.8,379.0
1.0,326.43,2021-04-15,2022-05-02,326.09,382.0
2.0,145.22,2021-04-16,2022-05-02,288.59,381.0
1.0,163.63,2021-04-18,2022-05-02,163.29,379.0
1.0,369.42,2021-04-16,2022-05-02,369.08,381.0
1.0,457.96,2021-04-19,2022-05-02,457.62,378.0
1.0,153.27,2021-04-18,2022-05-02,152.93,379.0
1.0,57.73,2021-04-15,2022-05-02,57.39,382.0
2.0,145.22,2021-04-16,2022-05-02,288.59,381.0
2.0,172.57,2021-04-16,2022-05-02,343.28,381.0
1.0,123.48,2021-04-18,2022-05-02,123.14,379.0
2.0,148.66,2021-04-18,2022-05-02,295.47,379.0
1.0,163.97,2021-04-18,2022-05-02,163.63,379.0
2.0,118.78,2021-04-17,2022-05-02,235.71,380.0
1.0,110.72,2021-04-17,2022-05-02,110.38,380.0
1.0,248.7,2021-04-15,2022-05-02,248.36,382.0
1.0,173.98,2021-04-15,2022-05-02,173.64,382.0
3.0,137.16,2021-04-16,2022-05-02,408.13,381.0
7.0,181.06,2021-04-16,2022-05-02,1258.03,381.0
1.0,173.96,2021-07-16,2022-05-02,173.62,290.0
1.0,122.23,2021-04-18,2022-05-02,121.89,379.0
2.0,160.16,2021-04-18,2022-05-02,318.47,379.0
1.0,150.97,2021-04-16,2022-05-02,150.63,381.0
1.0,231.45,2021-04-19,2022-05-02,231.11,378.0
2.0,106.29,2021-04-18,2022-05-02,210.72,379.0
1.0,117.27,2021-04-18,2022-05-02,116.93,379.0
3.0,114.47,2021-04-18,2022-05-02,340.06,379.0
1.0,88.89,2021-04-18,2022-05-02,88.55,379.0
2.0,158.01,2021-04-16,2022-05-02,314.17,381.0
2.0,280.88,2021-10-18,2022-05-02,559.91,196.0
1.0,102.4,2021-10-20,2022-05-02,102.06,194.0
10.0,283.66,2021-10-20,2022-05-02,2822.69,194.0
3.0,416.63,2021-10-18,2022-05-02,1246.52,196.0
1.0,432.67,2021-10-19,2022-05-02,432.33,195.0
1.0,139.47,2021-10-17,2022-05-02,139.13,197.0
1.0,234.29,2021-10-19,2022-05-02,233.95,195.0
1.0,93.48,2021-10-20,2022-05-02,93.14,194.0
1.0,139.47,2021-10-16,2022-05-02,139.13,198.0
1.0,311.93,2021-10-16,2022-05-02,311.59,198.0
1.0,288.95,2021-10-20,2022-05-02,288.61,194.0
1.0,343.67,2021-10-18,2022-05-02,343.33,196.0
2.0,154.88,2021-10-20,2022-05-02,307.91,194.0
1.0,98.08,2021-10-20,2022-05-02,97.74,194.0
1.0,237.2,2021-10-16,2022-05-02,236.86,198.0
2.0,147.52,2021-10-17,2022-05-02,293.2,197.0
1.0,140.34,2021-10-20,2022-05-02,140.0,194.0
1.0,428.97,2021-10-19,2022-05-02,428.63,195.0
1.0,139.47,2021-10-17,2022-05-02,139.13,197.0
1.0,88.89,2021-10-20,2022-05-02,88.55,194.0
1.0,93.48,2021-10-17,2022-05-02,93.14,197.0
1.0,172.82,2021-10-17,2022-05-02,172.48,197.0
1.0,139.47,2021-10-18,2022-05-02,139.13,196.0
1.0,145.23,2021-10-20,2022-05-02,144.89,194.0
1.0,173.96,2021-10-20,2022-05-02,173.62,194.0
1.0,169.14,2021-10-20,2022-05-02,168.8,194.0
2.0,154.85,2021-10-20,2022-05-02,307.86,194.0
1.0,141.49,2021-10-20,2022-05-02,141.15,194.0
1.0,196.95,2021-10-17,2022-05-02,196.61,197.0
3.0,101.36,2021-10-18,2022-05-02,300.72,196.0
1.0,139.47,2021-10-18,2022-05-02,139.13,196.0
1.0,139.47,2021-10-17,2022-05-02,139.13,197.0
1.0,182.6,2021-10-18,2022-05-02,182.26,196.0
1.0,170.53,2021-10-17,2022-05-02,170.19,197.0
1.0,102.4,2021-10-20,2022-05-02,102.06,194.0
1.0,152.13,2021-10-18,2022-05-02,151.79,196.0
1.0,150.52,2021-10-20,2022-05-02,150.18,194.0
1.0,139.47,2021-10-16,2022-05-02,139.13,198.0
2.0,107.28,2021-10-19,2022-05-02,212.71,195.0
1.0,173.96,2021-10-16,2022-05-02,173.62,198.0
1.0,87.62,2021-10-19,2022-05-02,87.28,195.0
1.0,139.47,2021-10-16,2022-05-02,139.13,198.0
1.0,243.53,2021-10-20,2022-05-02,243.19,194.0
1.0,139.47,2021-10-17,2022-05-02,139.13,197.0
1.0,233.76,2021-10-17,2022-05-02,233.42,197.0
1.0,102.4,2021-10-20,2022-05-02,102.06,194.0
1.0,102.4,2021-10-20,2022-05-02,102.06,194.0
1.0,139.47,2021-10-17,2022-05-02,139.13,197.0
4.0,219.07,2021-09-22,2022-05-02,871.4,222.0
1.0,150.97,2021-09-25,2022-05-02,150.63,219.0
1.0,89.93,2021-09-26,2022-05-02,89.59,218.0
1.0,87.62,2021-10-06,2022-05-02,87.28,208.0
1.0,173.96,2021-10-07,2022-05-02,173.62,207.0
1.0,118.72,2021-09-23,2022-05-02,118.38,221.0
1.0,495.89,2021-09-30,2022-05-02,495.55,214.0
2.0,125.11,2021-09-30,2022-05-02,248.36,214.0
1.0,115.33,2021-09-30,2022-05-02,114.99,214.0
1.0,79.13,2021-09-26,2022-05-02,78.79,218.0
2.0,153.97,2021-09-23,2022-05-02,306.08,221.0
1.0,139.47,2021-09-26,2022-05-02,139.13,218.0
2.0,120.67,2021-10-01,2022-05-02,239.5,213.0
1.0,173.97,2021-10-08,2022-05-02,173.63,206.0
1.0,129.83,2021-09-30,2022-05-02,129.49,214.0
1.0,107.29,2021-09-25,2022-05-02,106.95,219.0
1.0,106.14,2021-09-30,2022-05-02,105.8,214.0
1.0,231.45,2021-10-02,2022-05-02,231.11,212.0
1.0,150.52,2021-10-08,2022-05-02,150.18,206.0
1.0,107.29,2021-09-22,2022-05-02,106.95,222.0
2.0,185.46,2021-10-04,2022-05-02,369.07,210.0
1.0,125.68,2021-10-06,2022-05-02,125.34,208.0
1.0,122.21,2021-09-23,2022-05-02,121.87,221.0
2.0,212.78,2021-09-23,2022-05-02,423.71,221.0
1.0,107.29,2021-09-24,2022-05-02,106.95,220.0
1.0,311.92,2021-09-23,2022-05-02,311.58,221.0
1.0,182.6,2021-09-26,2022-05-02,182.26,218.0
1.0,231.45,2021-09-23,2022-05-02,231.11,221.0
1.0,152.13,2021-09-26,2022-05-02,151.79,218.0
1.0,139.47,2021-09-22,2022-05-02,139.13,222.0
1.0,99.8,2021-09-30,2022-05-02,99.46,214.0
1.0,139.47,2021-09-28,2022-05-02,139.13,216.0
1.0,173.96,2021-09-23,2022-05-02,173.62,221.0
1.0,99.8,2021-09-30,2022-05-02,99.46,214.0
1.0,187.43,2021-09-29,2022-05-02,187.09,215.0
1.0,434.16,2021-10-03,2022-05-02,433.82,211.0
1.0,576.39,2021-10-07,2022-05-02,576.05,207.0
2.0,302.16,2021-09-29,2022-05-02,602.48,215.0
2.0,118.77,2021-09-30,2022-05-02,235.68,214.0
2.0,96.31,2021-09-26,2022-05-02,190.77,218.0
2.0,156.69,2021-10-03,2022-05-02,311.54,211.0
1.0,242.92,2021-10-06,2022-05-02,242.58,208.0
1.0,145.23,2021-10-07,2022-05-02,144.89,207.0
1.0,164.65,2021-09-22,2022-05-02,164.31,222.0
1.0,93.48,2021-09-25,2022-05-02,93.14,219.0
2.0,176.25,2021-09-23,2022-05-02,350.66,221.0
2.0,117.05,2021-09-30,2022-05-02,232.24,214.0
1.0,125.68,2021-09-24,2022-05-02,125.34,220.0
2.0,137.7,2021-09-24,2022-05-02,273.55,220.0
2.0,142.33,2021-09-23,2022-05-02,282.82,221.0
1.0,121.08,2021-10-03,2022-05-02,120.74,211.0
1.0,101.51,2021-10-01,2022-05-02,101.17,213.0
1.0,288.95,2021-10-07,2022-05-02,288.61,207.0
1.0,199.27,2021-09-23,2022-05-02,198.93,221.0
2.0,135.75,2021-09-30,2022-05-02,269.64,214.0
1.0,430.57,2021-09-22,2022-05-02,430.23,222.0
1.0,403.92,2021-10-04,2022-05-02,403.58,210.0
1.0,115.33,2021-09-30,2022-05-02,114.99,214.0
3.0,127.78,2021-10-02,2022-05-02,379.97,212.0
1.0,261.34,2021-10-08,2022-05-02,261.0,206.0
1.0,288.95,2021-10-08,2022-05-02,288.61,206.0
1.0,392.41,2021-10-07,2022-05-02,392.07,207.0
1.0,113.04,2021-10-03,2022-05-02,112.7,211.0
1.0,139.47,2021-09-28,2022-05-02,139.13,216.0
1.0,167.66,2021-09-23,2022-05-02,167.32,221.0
2.0,91.19,2021-05-01,2022-05-02,180.53,366.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,187.76,2021-05-07,2022-05-02,187.42,360.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,150.97,2021-05-07,2022-05-02,150.63,360.0
4.0,84.84,2021-04-30,2022-05-02,334.48,367.0
1.0,169.35,2021-04-30,2022-05-02,169.01,367.0
1.0,231.45,2021-05-08,2022-05-02,231.11,359.0
1.0,150.97,2021-05-15,2022-05-02,150.63,352.0
1.0,259.06,2021-04-30,2022-05-02,258.72,367.0
1.0,176.27,2021-05-01,2022-05-02,175.93,366.0
2.0,291.59,2021-05-07,2022-05-02,581.32,360.0
2.0,344.23,2021-05-01,2022-05-02,686.61,366.0
1.0,169.37,2021-05-04,2022-05-02,169.03,363.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,150.97,2021-04-29,2022-05-02,150.63,368.0
1.0,606.17,2021-05-12,2022-05-02,605.83,355.0
1.0,150.97,2021-05-13,2022-05-02,150.63,354.0
1.0,150.97,2021-05-03,2022-05-02,150.63,364.0
1.0,176.22,2021-04-29,2022-05-02,175.88,368.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
2.0,208.45,2021-05-03,2022-05-02,415.05,364.0
2.0,118.68,2021-05-08,2022-05-02,235.51,359.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
3.0,384.45,2021-05-11,2022-05-02,1149.98,356.0
1.0,150.97,2021-05-10,2022-05-02,150.63,357.0
2.0,147.07,2021-05-13,2022-05-02,292.29,354.0
2.0,156.32,2021-05-08,2022-05-02,310.79,359.0
1.0,123.68,2021-05-14,2022-05-02,123.34,353.0
1.0,116.46,2021-05-06,2022-05-02,116.12,361.0
4.0,117.09,2021-05-09,2022-05-02,463.47,358.0
2.0,209.61,2021-05-15,2022-05-02,417.38,352.0
2.0,88.89,2021-05-01,2022-05-02,175.93,366.0
2.0,290.09,2021-05-07,2022-05-02,578.34,360.0
3.0,221.27,2021-05-13,2022-05-02,660.44,354.0
1.0,175.7,2021-05-11,2022-05-02,175.36,356.0
1.0,457.96,2021-05-06,2022-05-02,457.62,361.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,146.37,2021-05-01,2022-05-02,146.03,366.0
1.0,64.63,2021-05-01,2022-05-02,64.29,366.0
3.0,165.66,2021-05-02,2022-05-02,493.61,365.0
2.0,154.61,2021-05-02,2022-05-02,307.37,365.0
2.0,119.93,2021-05-08,2022-05-02,238.02,359.0
1.0,88.89,2021-04-30,2022-05-02,88.55,367.0
1.0,281.02,2021-05-06,2022-05-02,280.68,361.0
2.0,400.47,2021-05-09,2022-05-02,799.09,358.0
2.0,134.81,2021-05-09,2022-05-02,267.78,358.0
1.0,132.57,2021-05-05,2022-05-02,132.23,362.0
1.0,150.52,2021-05-07,2022-05-02,150.18,360.0
1.0,98.04,2021-05-08,2022-05-02,97.7,359.0
1.0,158.46,2021-05-06,2022-05-02,158.12,361.0
1.0,118.74,2021-05-05,2022-05-02,118.4,362.0
3.0,255.87,2021-05-02,2022-05-02,764.26,365.0
1.0,138.32,2021-05-05,2022-05-02,137.98,362.0
2.0,194.95,2021-05-13,2022-05-02,388.06,354.0
2.0,205.01,2021-05-01,2022-05-02,408.18,366.0
1.0,150.52,2021-05-01,2022-05-02,150.18,366.0
1.0,88.89,2021-05-11,2022-05-02,88.55,356.0
1.0,150.97,2021-05-03,2022-05-02,150.63,364.0
2.0,104.41,2021-05-07,2022-05-02,206.97,360.0
1.0,219.94,2021-05-07,2022-05-02,219.6,360.0
1.0,383.87,2021-05-12,2022-05-02,383.53,355.0
2.0,271.87,2021-05-01,2022-05-02,541.89,366.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,88.89,2021-05-02,2022-05-02,88.55,365.0
2.0,110.17,2021-05-06,2022-05-02,218.49,361.0
1.0,162.46,2021-04-29,2022-05-02,162.12,368.0
1.0,88.89,2021-05-05,2022-05-02,88.55,362.0
1.0,112.98,2021-05-12,2022-05-02,112.64,355.0
5.0,167.07,2021-05-14,2022-05-02,828.99,353.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,170.18,2021-05-12,2022-05-02,169.84,355.0
1.0,113.04,2021-05-10,2022-05-02,112.7,357.0
3.0,483.19,2021-05-12,2022-05-02,1446.22,355.0
2.0,159.53,2021-05-10,2022-05-02,317.22,357.0
7.0,205.85,2021-05-01,2022-05-02,1431.56,366.0
1.0,150.97,2021-05-04,2022-05-02,150.63,363.0
2.0,182.53,2021-05-06,2022-05-02,363.2,361.0
1.0,273.77,2021-05-02,2022-05-02,273.43,365.0
1.0,115.31,2021-05-05,2022-05-02,114.97,362.0
2.0,159.02,2021-05-07,2022-05-02,316.2,360.0
1.0,150.97,2021-05-07,2022-05-02,150.63,360.0
3.0,197.56,2021-05-08,2022-05-02,589.33,359.0
1.0,262.8,2021-05-04,2022-05-02,262.46,363.0
1.0,111.88,2021-05-03,2022-05-02,111.54,364.0
1.0,88.89,2021-05-08,2022-05-02,88.55,359.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,163.97,2021-05-11,2022-05-02,163.63,356.0
2.0,118.67,2021-05-07,2022-05-02,235.48,360.0
1.0,157.86,2021-05-01,2022-05-02,157.52,366.0
1.0,202.71,2021-05-01,2022-05-02,202.37,366.0
2.0,272.85,2021-05-06,2022-05-02,543.85,361.0
2.0,92.07,2021-05-06,2022-05-02,182.3,361.0
1.0,60.85,2021-05-04,2022-05-02,60.51,363.0
2.0,122.81,2021-05-01,2022-05-02,243.77,366.0
2.0,102.11,2021-05-13,2022-05-02,202.36,354.0
1.0,233.76,2021-05-11,2022-05-02,233.42,356.0
6.0,151.73,2021-05-14,2022-05-02,902.51,353.0
1.0,148.45,2021-05-06,2022-05-02,148.11,361.0
1.0,150.97,2021-05-11,2022-05-02,150.63,356.0
1.0,88.89,2021-05-02,2022-05-02,88.55,365.0
1.0,88.79,2021-05-12,2022-05-02,88.45,355.0
1.0,162.46,2021-05-06,2022-05-02,162.12,361.0
3.0,170.5,2021-05-04,2022-05-02,508.13,363.0
7.0,209.56,2021-05-05,2022-05-02,1457.5,362.0
1.0,127.96,2021-05-01,2022-05-02,127.62,366.0
1.0,401.96,2021-05-05,2022-05-02,401.62,362.0
1.0,158.46,2021-05-06,2022-05-02,158.12,361.0
1.0,123.68,2021-05-08,2022-05-02,123.34,359.0
1.0,152.13,2021-05-11,2022-05-02,151.79,356.0
4.0,212.69,2021-04-30,2022-05-02,845.91,367.0
1.0,450.24,2021-05-12,2022-05-02,449.9,355.0
2.0,123.38,2021-05-06,2022-05-02,244.91,361.0
1.0,88.89,2021-05-02,2022-05-02,88.55,365.0
1.0,369.42,2021-05-02,2022-05-02,369.08,365.0
1.0,150.97,2021-05-07,2022-05-02,150.63,360.0
1.0,185.46,2021-05-01,2022-05-02,185.12,366.0
2.0,100.13,2021-05-11,2022-05-02,198.41,356.0
3.0,309.63,2021-05-03,2022-05-02,925.53,364.0
1.0,99.24,2021-05-05,2022-05-02,98.9,362.0
1.0,150.97,2021-05-03,2022-05-02,150.63,364.0
3.0,316.63,2021-05-11,2022-05-02,946.54,356.0
2.0,252.99,2021-04-29,2022-05-02,504.12,368.0
1.0,93.38,2021-05-01,2022-05-02,93.04,366.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,167.08,2021-05-13,2022-05-02,166.74,354.0
1.0,150.97,2021-05-04,2022-05-02,150.63,363.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
5.0,184.62,2021-05-07,2022-05-02,916.7,360.0
1.0,123.68,2021-05-11,2022-05-02,123.34,356.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,146.36,2021-05-10,2022-05-02,146.02,357.0
1.0,139.47,2021-05-10,2022-05-02,139.13,357.0
1.0,209.6,2021-05-01,2022-05-02,209.26,366.0
2.0,126.05,2021-04-29,2022-05-02,250.24,368.0
4.0,282.12,2021-05-01,2022-05-02,1123.6,366.0
1.0,88.89,2021-05-06,2022-05-02,88.55,361.0
2.0,167.8,2021-05-01,2022-05-02,333.75,366.0
2.0,123.67,2021-05-01,2022-05-02,245.5,366.0
2.0,132.58,2021-05-10,2022-05-02,263.32,357.0
1.0,150.52,2021-05-01,2022-05-02,150.18,366.0
1.0,261.69,2021-05-14,2022-05-02,261.35,353.0
1.0,145.23,2021-05-03,2022-05-02,144.89,364.0
9.0,176.95,2021-05-06,2022-05-02,1580.09,361.0
1.0,139.55,2021-04-30,2022-05-02,139.21,367.0
1.0,176.27,2021-05-01,2022-05-02,175.93,366.0
1.0,233.76,2021-05-02,2022-05-02,233.42,365.0
8.0,152.79,2021-05-06,2022-05-02,1211.42,361.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
3.0,136.4,2021-05-11,2022-05-02,405.84,356.0
1.0,150.52,2021-05-05,2022-05-02,150.18,362.0
1.0,150.97,2021-04-30,2022-05-02,150.63,367.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,88.89,2021-04-30,2022-05-02,88.55,367.0
1.0,150.97,2021-04-30,2022-05-02,150.63,367.0
9.0,200.79,2021-05-08,2022-05-02,1794.67,359.0
1.0,102.65,2021-05-10,2022-05-02,102.31,357.0
2.0,107.29,2021-05-08,2022-05-02,212.72,359.0
1.0,94.93,2021-05-06,2022-05-02,94.59,361.0
1.0,100.33,2021-05-14,2022-05-02,99.99,353.0
1.0,153.16,2021-05-10,2022-05-02,152.82,357.0
1.0,150.97,2021-05-01,2022-05-02,150.63,366.0
3.0,151.31,2021-05-11,2022-05-02,450.57,356.0
4.0,87.16,2021-04-30,2022-05-02,343.78,367.0
5.0,153.6,2021-04-30,2022-05-02,761.64,367.0
1.0,117.58,2021-05-13,2022-05-02,117.24,354.0
1.0,174.32,2021-05-06,2022-05-02,173.98,361.0
1.0,257.1,2021-05-01,2022-05-02,256.76,366.0
1.0,99.24,2021-05-07,2022-05-02,98.9,360.0
1.0,116.46,2021-05-01,2022-05-02,116.12,366.0
4.0,167.29,2021-04-30,2022-05-02,664.27,367.0
2.0,123.67,2021-05-01,2022-05-02,245.5,366.0
1.0,118.68,2021-05-11,2022-05-02,118.34,356.0
2.0,141.19,2021-05-14,2022-05-02,280.54,353.0
1.0,220.88,2021-05-01,2022-05-02,220.54,366.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
2.0,109.74,2021-05-06,2022-05-02,217.63,361.0
1.0,411.45,2021-05-01,2022-05-02,411.11,366.0
1.0,101.44,2021-05-13,2022-05-02,101.1,354.0
1.0,150.97,2021-05-07,2022-05-02,150.63,360.0
1.0,112.67,2021-05-04,2022-05-02,112.33,363.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
2.0,204.61,2021-04-30,2022-05-02,407.37,367.0
5.0,174.89,2021-04-30,2022-05-02,868.09,367.0
2.0,131.92,2021-05-12,2022-05-02,261.99,355.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
2.0,95.65,2021-05-06,2022-05-02,189.44,361.0
5.0,162.91,2021-05-13,2022-05-02,808.18,354.0
4.0,228.83,2021-05-12,2022-05-02,910.45,355.0
1.0,581.55,2021-05-14,2022-05-02,581.21,353.0
2.0,150.97,2021-05-11,2022-05-02,300.09,356.0
2.0,152.77,2021-05-07,2022-05-02,303.69,360.0
2.0,286.07,2021-05-01,2022-05-02,570.28,366.0
2.0,207.27,2021-05-01,2022-05-02,412.69,366.0
6.0,123.82,2021-05-02,2022-05-02,735.05,365.0
1.0,216.54,2021-05-05,2022-05-02,216.2,362.0
2.0,297.15,2021-04-30,2022-05-02,592.46,367.0
2.0,210.73,2021-05-06,2022-05-02,419.62,361.0
2.0,147.27,2021-05-07,2022-05-02,292.68,360.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
1.0,369.42,2021-05-05,2022-05-02,369.08,362.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
2.0,119.93,2021-05-07,2022-05-02,238.01,360.0
2.0,286.06,2021-05-07,2022-05-02,570.27,360.0
1.0,134.88,2021-05-11,2022-05-02,134.54,356.0
2.0,118.73,2021-04-30,2022-05-02,235.6,367.0
2.0,188.92,2021-05-04,2022-05-02,375.99,363.0
1.0,88.89,2021-05-01,2022-05-02,88.55,366.0
4.0,90.33,2021-07-15,2022-05-02,356.44,291.0
3.0,173.61,2021-07-05,2022-05-02,517.46,301.0
1.0,138.22,2021-07-22,2022-05-02,137.88,284.0
2.0,132.35,2021-07-18,2022-05-02,262.84,288.0
1.0,173.96,2021-07-16,2022-05-02,173.62,290.0
2.0,191.53,2021-07-23,2022-05-02,381.22,283.0
1.0,464.85,2021-07-05,2022-05-02,464.51,301.0
1.0,78.95,2021-07-04,2022-05-02,78.61,302.0
3.0,104.97,2021-07-18,2022-05-02,311.55,288.0
1.0,68.08,2021-07-14,2022-05-02,67.74,292.0
1.0,136.03,2021-07-01,2022-05-02,135.69,305.0
2.0,154.41,2021-07-04,2022-05-02,306.98,302.0
1.0,231.45,2021-07-05,2022-05-02,231.11,301.0
1.0,173.96,2021-07-04,2022-05-02,173.62,302.0
1.0,107.29,2021-07-16,2022-05-02,106.95,290.0
1.0,187.77,2021-07-03,2022-05-02,187.43,303.0
2.0,313.27,2021-07-16,2022-05-02,624.7,290.0
1.0,105.11,2021-07-21,2022-05-02,104.77,285.0
1.0,150.52,2021-07-07,2022-05-02,150.18,299.0
1.0,173.96,2021-07-19,2022-05-02,173.62,287.0
1.0,361.26,2021-07-22,2022-05-02,360.92,284.0
1.0,159.84,2021-07-03,2022-05-02,159.5,303.0
1.0,88.87,2021-07-20,2022-05-02,88.53,286.0
2.0,145.31,2021-07-18,2022-05-02,288.77,288.0
2.0,190.06,2021-07-01,2022-05-02,378.27,305.0
1.0,201.85,2021-07-01,2022-05-02,201.51,305.0
1.0,94.17,2021-07-18,2022-05-02,93.83,288.0
3.0,191.99,2021-07-03,2022-05-02,572.61,303.0
1.0,104.98,2021-07-15,2022-05-02,104.64,291.0
1.0,101.43,2021-07-15,2022-05-02,101.09,291.0
1.0,76.13,2021-07-15,2022-05-02,75.79,291.0
1.0,89.41,2021-07-21,2022-05-02,89.07,285.0
1.0,99.07,2021-07-22,2022-05-02,98.73,284.0
1.0,133.5,2021-07-19,2022-05-02,133.16,287.0
2.0,209.61,2021-07-08,2022-05-02,417.38,298.0
3.0,148.48,2021-07-16,2022-05-02,442.09,290.0
2.0,89.46,2021-07-24,2022-05-02,177.07,282.0
1.0,136.03,2021-07-01,2022-05-02,135.69,305.0
4.0,255.16,2021-07-04,2022-05-02,1015.77,302.0
1.0,141.14,2021-07-23,2022-05-02,140.8,283.0
1.0,125.62,2021-07-25,2022-05-02,125.28,281.0
1.0,335.28,2021-07-05,2022-05-02,334.94,301.0
3.0,193.88,2021-07-06,2022-05-02,578.28,300.0
3.0,193.31,2021-07-18,2022-05-02,576.56,288.0
1.0,434.96,2021-07-04,2022-05-02,434.62,302.0
1.0,236.06,2021-07-07,2022-05-02,235.72,299.0
2.0,176.29,2021-07-15,2022-05-02,350.74,291.0
1.0,127.96,2021-07-15,2022-05-02,127.62,291.0
1.0,173.96,2021-07-16,2022-05-02,173.62,290.0
1.0,117.98,2021-07-01,2022-05-02,117.64,305.0
1.0,87.0,2021-07-23,2022-05-02,86.66,283.0
1.0,150.97,2021-07-11,2022-05-02,150.63,295.0
2.0,168.21,2021-07-04,2022-05-02,334.58,302.0
3.0,162.86,2021-07-15,2022-05-02,485.21,291.0
1.0,150.52,2021-07-02,2022-05-02,150.18,304.0
1.0,143.77,2021-07-15,2022-05-02,143.43,291.0
1.0,139.55,2021-07-15,2022-05-02,139.21,291.0
1.0,218.81,2021-07-08,2022-05-02,218.47,298.0
1.0,136.03,2021-07-06,2022-05-02,135.69,300.0
1.0,150.97,2021-07-13,2022-05-02,150.63,293.0
1.0,100.1,2021-07-15,2022-05-02,99.76,291.0
1.0,87.62,2021-07-18,2022-05-02,87.28,288.0
1.0,114.19,2021-07-21,2022-05-02,113.85,285.0
1.0,347.59,2021-07-24,2022-05-02,347.25,282.0
1.0,93.47,2021-07-05,2022-05-02,93.13,301.0
1.0,150.97,2021-07-25,2022-05-02,150.63,281.0
1.0,281.36,2021-07-18,2022-05-02,281.02,288.0
2.0,137.69,2021-07-12,2022-05-02,273.54,294.0
1.0,173.96,2021-07-16,2022-05-02,173.62,290.0
2.0,178.46,2021-07-03,2022-05-02,355.07,303.0
1.0,173.96,2021-07-16,2022-05-02,173.62,290.0
3.0,137.53,2021-07-03,2022-05-02,409.23,303.0
1.0,93.48,2021-07-04,2022-05-02,93.14,302.0
1.0,149.82,2021-07-11,2022-05-02,149.48,295.0
